_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
23629,623,9467845,MARY WARD CATHOLIC SECONDARY SCHOOL,,ES,Toronto Catholic District School Board,3200 KENNEDY RD,English Separate,9467845,3200,Kennedy Rd,3200 Kennedy Rd,M1V 3S8,Scarborough,Toronto,Mary Ward Catholic Secondary School,102004,9467832,3200,,,,8224,320572.226,4852883.999,43.815753423000004,-79.30394007,"{u'type': u'Point', u'coordinates': (-79.3039400657, 43.8157534238)}"
23630,624,349763,MARY WARD LINC AND ESL CENTRE,,ES,Toronto Catholic District School Board,44 KELVINWAY DR,English Separate,349763,44,Kelvinway Dr,44 Kelvinway Dr,M1W 1N6,Scarborough,Toronto,Mary Ward Linc and Esl Centre,102003,106182,44,,,,8215,318954.76300000004,4850223.329,43.7918458666,-79.324119683,"{u'type': u'Point', u'coordinates': (-79.3241164541, 43.7918372536)}"
23631,625,2820814,MARYVALE PUBLIC SCHOOL,,EP,Toronto District School Board,1325 PHARMACY AVE,English Public,2820814,1325,Pharmacy Ave,1325 Pharmacy Ave,M1R 2J1,Scarborough,Toronto,Maryvale Public School,102001,2820803,1325,,,,8691,320274.50899999996,4846113.975,43.754822066,-79.307836183,"{u'type': u'Point', u'coordinates': (-79.3078361832, 43.7548220682)}"
23632,626,360667,MASON ROAD JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,78 MASON RD,English Public,360667,78,Mason Rd,78 Mason Rd,M1M 3R2,Scarborough,Toronto,Mason Road Junior Public School,102001,110821,78,,,,8442,326898.20399999997,4844381.105,43.739056436999995,-79.225654595,"{u'type': u'Point', u'coordinates': (-79.2256545936, 43.739056438)}"
23633,627,8594438,MATRIX ACADEMY,,PR,,4995 KEELE ST,Private,8594438,4995,Keele St,4995 Keele St,M3J 3B2,North York,Toronto,Keele Reservoir,115001,30102886,4995,,,,703,305281.562,4848853.2360000005,43.779640021000006,-79.494017449,"{u'type': u'Point', u'coordinates': (-79.4940174471, 43.7796400215)}"
23634,628,13971288,MAURICE CODY JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,364 BELSIZE DR,English Public,13971288,364,Belsize Dr,364 Belsize Dr,M4S 1N2,former Toronto,Toronto,Maurice Cody Junior Public School,102001,1138442,364,,,,2990,314658.425,4840547.646000001,43.704814314,-79.37767901699999,"{u'type': u'Point', u'coordinates': (-79.3776790177, 43.7048143191)}"
23635,629,9311796,MCCANNY SECONDARY SCHOOL,,PR,,1051 MCNICOLL AVE,Private,9311796,1051,McNicoll Ave,1051 McNicoll Ave,M1W 3W6,Scarborough,Toronto,,115001,9311781,1051,,,,6195,318203.519,4851547.767,43.8037812308,-79.3334212963,"{u'type': u'Point', u'coordinates': (-79.3334180682, 43.8037726233)}"
23636,630,8680076,MCDONALD INTERNATIONAL ACADEMY,,PR,,920 YONGE ST,Private,8680076,920,Yonge St,920 Yonge St,M4W 3C7,former Toronto,Toronto,,115001,8680067,920,,,,4733,313750.965,4837134.512,43.6741118116,-79.3889984499,"{u'type': u'Point', u'coordinates': (-79.3889952169, 43.6741032299)}"
23637,631,549130,MCDONALD INTERNATIONAL ACADEMY - NORTH YORK,,PR,,5 PARK HOME AVE,Private,549130,5,Park Home Ave,5 Park Home Ave,M2N 6L4,North York,Toronto,,104008,30109075,5,,,,6376,311662.21,4847624.558,43.768548856,-79.414764977,"{u'type': u'Point', u'coordinates': (-79.41476498, 43.7685488622)}"
23638,632,13973429,MCKEE PUBLIC SCHOOL,,EP,Toronto District School Board,35 CHURCH AVE,English Public,13973429,35,Church Ave,35 Church Ave,M2N 6X6,North York,Toronto,McKee Public School,102001,438374,35,,,,5197,311960.13399999996,4848242.458000001,43.774116463599995,-79.4110595077,"{u'type': u'Point', u'coordinates': (-79.4110562495, 43.774107859)}"
23639,633,6620127,MCMURRICH JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,115 WINONA DR,English Public,6620127,115,Winona Dr,115 Winona Dr,M6G 3S8,former Toronto,Toronto,McMurrich Junior Public School,102001,6620030,115,,,,964,310358.511,4837572.228999999,43.678084955299994,-79.43106520810001,"{u'type': u'Point', u'coordinates': (-79.4310619547, 43.6780763705)}"
23640,634,30033326,MCNICOLL AVENUE SCHOOL BUILDING,,EP,Toronto District School Board,155 MCNICOLL AVE,English Public,30033326,155,McNicoll Ave,155 McNicoll Ave,M2H 2C1,North York,Toronto,,115001,30076504,155,,,,6195,316219.729,4851011.807,43.798981667,-79.358084393,"{u'type': u'Point', u'coordinates': (-79.3580843926, 43.7989816726)}"
23641,635,6349862,MEADOWVALE PUBLIC SCHOOL,,EP,Toronto District School Board,761 MEADOWVALE RD,English Public,6349862,761,Meadowvale Rd,761 Meadowvale Rd,M1C 1T1,Scarborough,Toronto,Meadowvale Public School - Building Grounds,102001,6349870,761,,,,8470,331833.483,4850671.286,43.795511013,-79.164068184,"{u'type': u'Point', u'coordinates': (-79.1640681824, 43.7955110108)}"
23642,636,10154322,MELODY VILLAGE JUNIOR SCHOOL,,EP,Toronto District School Board,520 SILVERSTONE DR,English Public,10154322,520,Silverstone Dr,520 Silverstone Dr,M9V 3L5,Etobicoke,Toronto,Melody Village Public School,102001,10154323,520,,,,2485,297160.424,4844246.5030000005,43.7381433362,-79.5948458936,"{u'type': u'Point', u'coordinates': (-79.5948425834, 43.7381347518)}"
23643,637,559927,METAMORPHOSIS GREEK ORTHODOX,,PR,,30 SCARSDALE RD,Private,559927,30,Scarsdale Rd,30 Scarsdale Rd,M3B 2R7,North York,Toronto,,113001,30084194,30,,,,6662,316488.583,4845201.723999999,43.74668011,-79.354869816,"{u'type': u'Point', u'coordinates': (-79.3548698162, 43.7466801118)}"
23644,638,8837836,METRO INTERNATIONAL ACADEMY SCHOOL,,PR,,1300 DON MILLS RD,Private,8837836,1300,Don Mills Rd,1300 Don Mills Rd,M3B 2W6,North York,Toronto,,115001,8837833,1300,,,,100,317148.196,4845062.131,43.7454215217,-79.34668625329999,"{u'type': u'Point', u'coordinates': (-79.346683029, 43.7454129178)}"
23645,639,539270,METROPOLITAN BIBLE BAPTIST CHRISTIAN ACADEMY,,PR,,53 MADAWASKA AVE,Private,539270,53,Madawaska Ave,53 Madawaska Ave,M2M 2R2,North York,Toronto,Newtonbrook Baptist Church,109001,436733,53,,,,6122,311643.772,4850494.621,43.7943914867,-79.4149606417,"{u'type': u'Point', u'coordinates': (-79.4149573861, 43.7943828835)}"
23646,640,8211543,METROPOLITAN PREPARATORY ACADEMY,,PR,,49 MOBILE DR,Private,8211543,49,Mobile Dr,49 Mobile Dr,M4A 1H5,North York,Toronto,,115001,8211539,49,,,,6236,319439.32399999996,4842689.09,43.7240196454,-79.3183039984,"{u'type': u'Point', u'coordinates': (-79.3183007809, 43.7240110448)}"
23647,641,999998,MICHAEL POWER ST JOSEPH CATHOLIC HIGH SCHOOL,,ES,Toronto Catholic District School Board,105 ERINGATE DR,English Separate,999998,105,Eringate Dr,105 Eringate Dr,M9C 3Z7,Etobicoke,Toronto,Michael Power/St. Joseph Catholic School,102004,910560,105,,,,1562,298187.518,4835486.119,43.6592985674,-79.5819873771,"{u'type': u'Point', u'coordinates': (-79.5819840831, 43.6592899897)}"
23648,642,4304192,MIDLAND ADULT EDUCATION CENTRE,,ES,Toronto Catholic District School Board,3320 MIDLAND AVE,English Separate,4304192,3320,Midland Ave,3320 Midland Ave,M1V 5E6,Scarborough,Toronto,,107005,14669435,3320,,,,8496,321748.034,4851962.56,43.807433496,-79.289353192,"{u'type': u'Point', u'coordinates': (-79.2893531869, 43.8074335012)}"
23649,643,6942851,MILITARY TRAIL PUBLIC SCHOOL,,EP,Toronto District School Board,701 MILITARY TRL,English Public,6942851,701,Military Trl,701 Military Trl,M1E 4P6,Scarborough,Toronto,Military Trail Public School,102001,14658974,701,,,,8501,329176.542,4849950.501,43.7891241062,-79.1971201585,"{u'type': u'Point', u'coordinates': (-79.1971169704, 43.7891154918)}"
23650,644,7471919,MILL VALLEY JUNIOR SCHOOL,,EP,Toronto District School Board,411 MILL RD,English Public,7471919,411,Mill Rd,411 Mill Rd,M9C 1Y9,Etobicoke,Toronto,Mill Valley Public School,102001,7471917,411,,,,2111,297783.49100000004,4833808.937,43.644197956499994,-79.5869748706,"{u'type': u'Point', u'coordinates': (-79.5869715709, 43.6441893872)}"
23651,645,375326,MILLIKEN PUBLIC SCHOOL,,EP,Toronto District School Board,130 PORT ROYAL TRL,English Public,375326,130,Port Royal Trl,130 Port Royal Trl,M1V 2T4,Scarborough,Toronto,Milliken Public School,102001,103623,130,,,,8721,321814.326,4852979.616,43.816595158,-79.2885001663,"{u'type': u'Point', u'coordinates': (-79.2884969458, 43.8165865458)}"
23652,646,1018827,MILLWOOD JUNIOR SCHOOL,,EP,Toronto District School Board,222 MILL RD,English Public,1018827,222,Mill Rd,222 Mill Rd,M9C 1Y2,Etobicoke,Toronto,,102001,912833,222,,,,2111,298593.719,4832610.57,43.633409635,-79.576914825,"{u'type': u'Point', u'coordinates': (-79.576914819, 43.6334096402)}"
23653,647,570770,MILNE VALLEY MIDDLE SCHOOL,,EP,Toronto District School Board,100 UNDERHILL DR,English Public,570770,100,Underhill Dr,100 Underhill Dr,M3A 2J9,North York,Toronto,Milne Valley Middle School,102001,441523,100,,,,6965,318756.485,4845264.067,43.7472106492,-79.3267123448,"{u'type': u'Point', u'coordinates': (-79.3267091237, 43.7472020482)}"
23654,648,7890983,MIMICO ADULT CENTRE,,EP,Toronto District School Board,255 ROYAL YORK RD,English Public,7890983,255,Royal York Rd,255 Royal York Rd,M8V 2V8,Etobicoke,Toronto,,102001,7846747,255,,,,2413,305070.708,4830348.797,43.613076331,-79.496646228,"{u'type': u'Point', u'coordinates': (-79.4966462297, 43.6130763326)}"
23655,649,8731056,MINDWERX4KIDS LEARNING CENTRE,,PR,,3825 BLOOR ST W,Private,8731056,3825,Bloor St W,3825 Bloor St W,M9B 1K9,Etobicoke,Toronto,,115001,8731054,3825,,,,458,301765.74199999997,4833460.578,43.6410891449,-79.5376118128,"{u'type': u'Point', u'coordinates': (-79.5376085289, 43.6410805752)}"
23656,650,2565760,MONARCH PARK COLLEGIATE INSTITUTE,,EP,Toronto District School Board,1 HANSON ST,English Public,2565760,1,Hanson St,1 Hanson St,M4J 1G6,former Toronto,Toronto,Monarch Park Collegiate,102002,2565761,1,,,,3604,319089.711,4837718.981000001,43.67928073,-79.322771888,"{u'type': u'Point', u'coordinates': (-79.3227718926, 43.6792807308)}"
23657,651,7274128,MONSEIGNEUR DE CHARBONNEL CATHOLIC SECONDARY SCHOOL,,FS,Conseil scolaire de district catholique Centre-Sud,110 DREWRY AVE,French Separate,7274128,110,Drewry Ave,110 Drewry Ave,M2M 1C8,North York,Toronto,Mgr-De-Charbonnel,102004,7274121,110,,,,5435,310948.482,4849632.004,43.7866330624,-79.4236103913,"{u'type': u'Point', u'coordinates': (-79.4236071352, 43.7866244565)}"
23658,652,498533,MONSIGNER FRASIER OUR LADY OF MOUNT CARMEL SCHOOL BUILDING,,ES,Toronto Catholic District School Board,270 CHEROKEE BLVD,English Separate,498533,270,Cherokee Blvd,270 Cherokee Blvd,M2H 3B9,North York,Toronto,Our Lady Of Mount Carmel Catholic School,102003,30062480,270,,,,5182,317932.80100000004,4850751.913,43.796613926999996,-79.336802101,"{u'type': u'Point', u'coordinates': (-79.3368020983, 43.796613926)}"
23659,653,839707,MONSIGNOR FRASER COLLEGE - ANNEX CAMPUS,,ES,Toronto Catholic District School Board,700 MARKHAM ST,English Separate,839707,700,Markham St,700 Markham St,M6G 2M3,former Toronto,Toronto,MSGR Fraser College - Annex Campus,102003,1142809,700,,,,3927,311755.532,4836371.343,43.667255053999995,-79.413751255,"{u'type': u'Point', u'coordinates': (-79.4137512495, 43.6672550542)}"
23660,654,7753848,MONSIGNOR FRASER COLLEGE - ISABELLA CAMPUS,,ES,Toronto Catholic District School Board,146 ISABELLA ST,English Separate,7753848,146,Isabella St,146 Isabella St,M4Y 1P6,former Toronto,Toronto,MSGR Fraser College - Isabella Campus,102004,7753839,146,,,,3734,314722.238,4836652.166999999,43.669749161999995,-79.376958941,"{u'type': u'Point', u'coordinates': (-79.3769589373, 43.6697491634)}"
23661,655,7472039,MONSIGNOR FRASER COLLEGE - MIDLAND CAMPUS,,ES,Toronto Catholic District School Board,2900 MIDLAND AVE,English Separate,7472039,2900,Midland Ave,2900 Midland Ave,M1S 3K8,Scarborough,Toronto,Msgr.  Fraser College Midland Campus,102003,7472038,2900,,,,8496,322042.382,4851256.25,43.8010777797,-79.2857207018,"{u'type': u'Point', u'coordinates': (-79.285717492, 43.8010691647)}"
23662,656,7472039,MONSIGNOR FRASER COLLEGE - MIDLAND NORTH CAMPUS,,ES,Toronto Catholic District School Board,2900 MIDLAND AVE,English Separate,7472039,2900,Midland Ave,2900 Midland Ave,M1S 3K8,Scarborough,Toronto,Msgr.  Fraser College Midland Campus,102003,7472038,2900,,,,8496,322042.382,4851256.25,43.8010777797,-79.2857207018,"{u'type': u'Point', u'coordinates': (-79.285717492, 43.8010691647)}"
23663,657,11901997,MONSIGNOR FRASER COLLEGE - MIDTOWN,,ES,Toronto Catholic District School Board,36 EGLINTON AVE W,English Separate,11901997,36,Eglinton Ave W,36 Eglinton Ave W,M4R 1A1,former Toronto,Toronto,MSGR Fraser College - Midtown Campus,104008,11901981,36,,,,571,312862.396,4840743.063999999,43.706594998,-79.399960758,"{u'type': u'Point', u'coordinates': (-79.399960754, 43.7065950023)}"
23664,658,4570683,MONSIGNOR FRASER COLLEGE - NORFINCH CAMPUS,,ES,Toronto Catholic District School Board,45 NORFINCH DR,English Separate,4570683,45,Norfinch Dr,45 Norfinch Dr,M3N 1W8,North York,Toronto,MSGR Fraser College - Norfinch Campus,102004,4570685,45,,,,6297,302622.402,4846428.28,43.757809525,-79.527042951,"{u'type': u'Point', u'coordinates': (-79.5270429515, 43.7578095275)}"
23665,659,865004,MONSIGNOR FRASER COLLEGE - ST MARTIN,,ES,Toronto Catholic District School Board,55 SALISBURY AVE,English Separate,865004,55,Salisbury Ave,55 Salisbury Ave,M4X 1C5,former Toronto,Toronto,St. Martin Catholic School,102003,20037875,55,,,,4355,315733.395,4836367.714,43.667174523999996,-79.364425849,"{u'type': u'Point', u'coordinates': (-79.3644258454, 43.6671745214)}"
23666,660,8192155,MONSIGNOR JOHN CORRIGAN CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,100 ROYALCREST RD,English Separate,8192155,100,Royalcrest Rd,100 Royalcrest Rd,M9V 5B4,Etobicoke,Toronto,Msgr. John Corrigan Catholic School,102003,8192154,100,,,,2415,296343.032,4845740.101,43.751578637399994,-79.6050170029,"{u'type': u'Point', u'coordinates': (-79.6050136937, 43.7515700508)}"
23667,661,9667012,MONSIGNOR PERCY JOHNSON CATHOLIC SECONDARY SCHOOL,,ES,Toronto Catholic District School Board,2170 KIPLING AVE,English Separate,9667012,2170,Kipling Ave,2170 Kipling Ave,M9W 4K9,Etobicoke,Toronto,Msgr. Percy Johnson Catholic High School,102004,9666999,2170,,,,1935,298997.353,4842307.131,43.7207032497,-79.5720201792,"{u'type': u'Point', u'coordinates': (-79.5720168856, 43.7206946675)}"
23668,662,8407358,MONTCREST SCHOOL,,PR,,4 MONTCREST BLVD,Private,8407358,4,Montcrest Blvd,4 Montcrest Blvd,M4K 1J7,former Toronto,Toronto,,115001,30098074,4,,,,4009,316285.026,4837034.345,43.673166762,-79.357571453,"{u'type': u'Point', u'coordinates': (-79.3575714495, 43.6731667604)}"
23669,663,7994686,MONTESSORI JEWISH DAY,,PR,,55 YEOMANS RD,Private,7994686,55,Yeomans Rd,55 Yeomans Rd,M3H 3J7,North York,Toronto,Beth David Bnai Israel Synagogue,109001,7994687,55,,,,7138,309645.00899999996,4845478.848,43.7492594631,-79.4398430913,"{u'type': u'Point', u'coordinates': (-79.4398398275, 43.7492508687)}"
23670,664,844204,MONTROSE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,301 MONTROSE AVE,English Public,844204,301,Montrose Ave,301 Montrose Ave,M6G 3G9,former Toronto,Toronto,Montrose Public School,102001,1144176,301,,,,4013,311345.781,4835418.463,43.6586901688,-79.41884696300001,"{u'type': u'Point', u'coordinates': (-79.4188437208, 43.6586815852)}"
23671,665,20037846,MORRISH PUBLIC SCHOOL,,EP,Toronto District School Board,61 CANMORE BLVD,English Public,20037846,61,Canmore Blvd,61 Canmore Blvd,M1C 3T7,Scarborough,Toronto,Morrish Public School,102001,6444773,61,,,,9526,330611.142,4850408.345,43.793196535,-79.1792732078,"{u'type': u'Point', u'coordinates': (-79.1792700315, 43.7931879169)}"
23672,666,779906,MORSE STREET JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,180 CARLAW AVE,English Public,779906,180,Carlaw Ave,180 Carlaw Ave,M4M 2R9,former Toronto,Toronto,Morse Street Junior Public School,102001,14038008,180,,,,56,317691.277,4835592.688999999,43.66017550350001,-79.3401699114,"{u'type': u'Point', u'coordinates': (-79.3401666941, 43.6601669225)}"
23673,667,1027151,MOTHER CABRINI CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,720 RENFORTH DR,English Separate,1027151,720,Renforth Dr,720 Renforth Dr,M9C 2N9,Etobicoke,Toronto,Mother Cabrini Catholic School,102003,910405,720,,,,2353,297861.38,4835972.427,43.663664434,-79.586033917,"{u'type': u'Point', u'coordinates': (-79.5860339131, 43.6636644387)}"
23674,668,64159,MOUNTVIEW ALTERNATIVE JUNIOR SCHOOL,,EP,Toronto District School Board,569 JANE ST,English Public,64159,569,Jane St,569 Jane St,M6S 4A3,York,Toronto,Runnymede Collegiate Institute,102002,9402,569,,,,694,305621.712,4835954.197,43.663540849300006,-79.4898146564,"{u'type': u'Point', u'coordinates': (-79.4898113825, 43.6635322655)}"
23675,669,544255,MUIRHEAD PUBLIC SCHOOL,,EP,Toronto District School Board,25 MUIRHEAD RD,English Public,544255,25,Muirhead Rd,25 Muirhead Rd,M2J 3W3,North York,Toronto,Muirhead Public School,102001,437939,25,,,,6256,317884.516,4848782.071,43.7788926281,-79.3374534066,"{u'type': u'Point', u'coordinates': (-79.3374501774, 43.7788840209)}"
23676,670,10924126,NATIONAL BALLET SCHOOL,,PR,,400 JARVIS ST,Private,10924126,400,Jarvis St,400 Jarvis St,M4Y 2G6,former Toronto,Toronto,National Ballet School,106008,20058417,400,,,,3741,314672.897,4835968.7469999995,43.6636067238,-79.3775865244,"{u'type': u'Point', u'coordinates': (-79.3775832929, 43.6635981417)}"
23677,671,762114,NATIVE LEARNING CENTRE,,EP,Toronto District School Board,83 ALEXANDER ST,English Public,762114,83,Alexander St,83 Alexander St,M4Y 1B7,former Toronto,Toronto,Church Street Public School,102001,14023586,83,,,,9761,314544.269,4835969.701,43.663608426,-79.37917817,"{u'type': u'Point', u'coordinates': (-79.3791781654, 43.6636084257)}"
23678,672,341419,NATIVE LEARNING CENTRE EAST,,EP,Toronto District School Board,145 GUILDWOOD PKWY,English Public,341419,145,Guildwood Pkwy,145 Guildwood Pkwy,M1E 1P5,Scarborough,Toronto,Sir Wilfrid Laurier Collegiate Institute,102002,110088,145,,,,8047,329203.745,4845275.369,43.7470421099,-79.1969946599,"{u'type': u'Point', u'coordinates': (-79.1969914784, 43.7470335032)}"
23679,673,3049684,NATIVITY OF OUR LORD CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,35 SAFFRON CRES,English Separate,3049684,35,Saffron Cres,35 Saffron Cres,M9C 3T8,Etobicoke,Toronto,Nativity of Our Lord Catholic School,102003,3049685,35,,,,2425,298709.38,4834832.066000001,43.653407091000005,-79.575506467,"{u'type': u'Point', u'coordinates': (-79.5755064668, 43.6534070909)}"
23680,674,11915543,NEIL MCNEIL CATHOLIC HIGH SCHOOL,,ES,Toronto Catholic District School Board,127 VICTORIA PARK AVE,English Separate,11915543,127,Victoria Park Ave,127 Victoria Park Ave,M4E 3S2,Scarborough,Toronto,Neil McNeil,102004,30077402,127,,,,370,322304.682,4837728.737,43.679299766999996,-79.282898167,"{u'type': u'Point', u'coordinates': (-79.2828981619, 43.6792997723)}"
23681,675,7635592,NELSON MANDELA PARK PUBLIC SCHOOL,,EP,Toronto District School Board,440 SHUTER ST,English Public,7635592,440,Shuter St,440 Shuter St,M5A 1X6,former Toronto,Toronto,Nelson Mandela Park Public School,102002,30075973,440,,,,4403,316047.405,4835376.897,43.658251185,-79.360552779,"{u'type': u'Point', u'coordinates': (-79.3605527757, 43.6582511901)}"
23682,676,1015558,NEW ARISING CHRISTIAN SCHOOL,,PR,,69 LONG BRANCH AVE,Private,1015558,69,Long Branch Ave,69 Long Branch Ave,M8W 3J5,Etobicoke,Toronto,St Agnes Church Anglican,109001,20058518,69,,,,2016,302104.413,4828189.369,43.5936421216,-79.5333878357,"{u'type': u'Point', u'coordinates': (-79.533384564, 43.5936335553)}"
23683,677,331512,NEW COVENANT CHURCH SCHOOL,,PR,,1800 ELLESMERE RD,Private,331512,1800,Ellesmere Rd,1800 Ellesmere Rd,M1H 2V5,Scarborough,Toronto,,113001,107745,1800,,,,7835,325340.331,4848317.719,43.774543700900004,-79.2448478018,"{u'type': u'Point', u'coordinates': (-79.2448446014, 43.7745350941)}"
23684,678,30030968,NEW HAVEN LEARNING CTR FOR CHILDREN,,PR,,301 LANOR AVE,Private,30030968,301,Lanor Ave,301 Lanor Ave,M8W 2R1,Etobicoke,Toronto,,102005,7323710,301,,,,1972,302086.961,4830139.745,43.611189671999995,-79.533610482,"{u'type': u'Point', u'coordinates': (-79.5336104774, 43.6111896759)}"
23685,679,877371,NEWTON INTERNATIONAL COLLEGE SCHOOL,,PR,,17 TORONTO ST,Private,877371,17,Toronto St,17 Toronto St,M5C 2R1,former Toronto,Toronto,,104008,14662336,17,,,,4556,314801.406,4834509.948,43.6504738745,-79.3760201356,"{u'type': u'Point', u'coordinates': (-79.3760168994, 43.6504652934)}"
23686,680,10335749,NEWTONBROOK SECONDARY SCHOOL,,EP,Toronto District School Board,155 HILDA AVE,English Public,10335749,155,Hilda Ave,155 Hilda Ave,M2M 1V6,North York,Toronto,Newtonbrook Secondary School,102002,10335742,155,,,,5839,310735.682,4850401.123,43.793557742299996,-79.4262458447,"{u'type': u'Point', u'coordinates': (-79.4262425901, 43.7935491355)}"
